DoubleLethal,CountsInNormal,CountsInCancer,NotSLInNormal,NotSLInCancer,p-value,OddsRatio,ConfidenceInterval-I,ConfidenceInterval-II
ALATA_L;GALK,6,1,17,24,0.0376051459673428,8.47058823529412,0.466283632273295,153.878155023569
ALATA_L;GALM2,6,1,17,24,0.0376051459673428,8.47058823529412,0.466283632273295,153.878155023569
ALATA_L;UGLT,6,1,17,24,0.0376051459673428,8.47058823529412,0.466283632273295,153.878155023569
CHOLtu;OBDHc,6,1,17,24,0.0376051459673428,8.47058823529412,0.466283632273295,153.878155023569
34HPPOR;ACOAD1fm,4,0,19,25,0.0455082742316785,Inf,-Inf,Inf
AACOAT_1;NADHtru,4,0,19,25,0.0455082742316785,Inf,-Inf,Inf
AACOAT_1;NADtru,4,0,19,25,0.0455082742316785,Inf,-Inf,Inf
ACACPYRtm;ACOAD1fm,4,0,19,25,0.0455082742316785,Inf,-Inf,Inf
ACACPYRtm;GLUDxm,4,0,19,25,0.0455082742316785,Inf,-Inf,Inf
ACACT1rm;ADNtm,4,0,19,25,0.0455082742316785,Inf,-Inf,Inf
ACACT1rm;AMPPHm,4,0,19,25,0.0455082742316785,Inf,-Inf,Inf
ACACT1rm;PIATPLtm,4,0,19,25,0.0455082742316785,Inf,-Inf,Inf
ACGAM2E;ALATA_L,4,0,19,25,0.0455082742316785,Inf,-Inf,Inf
ACGAMtly;ALATA_L,4,0,19,25,0.0455082742316785,Inf,-Inf,Inf
ACNAMlt;ALATA_L,4,0,19,25,0.0455082742316785,Inf,-Inf,Inf
ACOAD1fm;FUMAC,4,0,19,25,0.0455082742316785,Inf,-Inf,Inf
ACOAD1fm;HGNTOR,4,0,19,25,0.0455082742316785,Inf,-Inf,Inf
ACOAD1fm;MACACIr,4,0,19,25,0.0455082742316785,Inf,-Inf,Inf
ACOAD1fm;TYRTA,4,0,19,25,0.0455082742316785,Inf,-Inf,Inf
ACRNtm;GLUDxm,4,0,19,25,0.0455082742316785,Inf,-Inf,Inf
ALATA_L;GALASE17ly,4,0,19,25,0.0455082742316785,Inf,-Inf,Inf
ALATA_L;GALASE18ly,4,0,19,25,0.0455082742316785,Inf,-Inf,Inf
ALATA_L;GALASE19ly,4,0,19,25,0.0455082742316785,Inf,-Inf,Inf
ALATA_L;GALNTg,4,0,19,25,0.0455082742316785,Inf,-Inf,Inf
ALATA_L;GALtly,4,0,19,25,0.0455082742316785,Inf,-Inf,Inf
ALATA_L;GLCURter,4,0,19,25,0.0455082742316785,Inf,-Inf,Inf
ALATA_L;GLCURtly,4,0,19,25,0.0455082742316785,Inf,-Inf,Inf
ALATA_L;H2Otly,4,0,19,25,0.0455082742316785,Inf,-Inf,Inf
ALATA_L;HAS1,4,0,19,25,0.0455082742316785,Inf,-Inf,Inf
ALATA_L;HAS2,4,0,19,25,0.0455082742316785,Inf,-Inf,Inf
